group,cat,file,author_surname,author_name,title,publ_in,url,publ_part,publ_place,publisher,year,pages,length,alt_orth,errors,comments,author_surname_1,author_name_1,author_surname_2,author_name_2,author_surname_3,author_name_3,author_surname_4,author_name_4,author_surname_5,author_name_5,author_surname_6,author_name_6,author_surname_7,author_name_7,author_surname_8,author_name_8,author_surname_9,author_name_9,author_surname_10,author_name_10
so-so,D,D_Humeniuk_Maidan_Takhrir_2015(2)(tochka zoru multiple times).txt,Гуменюк,Наталя,Газа. Коли правда стала точкою зору,Майдан Тахрір. У пошуках втраченої революції,,,Київ,Політична критика,2015,158-162,970,0,давайте додамо — додаймо,,,,,,,,,,,,,,,,,,,,,
so-so,D,D_Klochko_Peremoha_markizy_de_Pompadur_1_2014(pomylky).txt,Клочко,Діана,Перемога маркізи де Помпадур,Коридор,http://www.korydor.in.ua/ua/stories/peremoga-markizi-de-pompadur.html,,Київ,,2014,,583,0,"прикрашеним нерідко дорогоцінними каміннями - прикрашеним нерідко дорогоцінним камінням; аристократів були - аристократів було; відбулось, і — відбулось і; затребували — зажадали; Після винаходу й розповсюдження друкованих Гутенбергом  — Після винаходу Гутенберга й розповсюдження друкованих книг; підготовки - приготування; для письма –  для письма, – ",,,,,,,,,,,,,,,,,,,,,
so-so,D,D_Klochko_Peremoha_markizy_de_Pompadur_2_2014(pomylky).txt,Клочко,Діана,Перемога маркізи де Помпадур,Коридор,http://www.korydor.in.ua/ua/stories/peremoga-markizi-de-pompadur.html,,Київ,,2014,,701,0,"важливо, скорше, - важливо скорше; процесу сприйняття - процесу сприймання; текстуальної - текстової; саф’янові — сап’янові; стали множитись портретистами - портретисти стали множити; пейзажистів й, особливо — пейзажистів, особливо; передачі - передання; очікує поїзда — очікує на потяг; строгими професорами — суворими професорами",,,,,,,,,,,,,,,,,,,,,
so-so,D,D_Kolesnyk_Lesia Ukrainka i ukrainska poeziia pochatku viku_2015_June22.txt,Колесник,Петро,Леся Українка і українська поезія початку віку,,https://md-eksperiment.org/post/20151206-lesya-ukrayinka-i-ukrayinska-poeziya-pochatku-viku,,,,2015,,1537,0,"з своїх листів - зі своїх листів;серця»,– я - серця», –я;«я ще зроду - «Я ще зроду;в чорний песимізм Під впливом - в чорний песимізм під впливом;п’яні?». - п’яні?»",,,,,,,,,,,,,,,,,,,,,
so-so,D,D_Liubka_V_poshukah_varvariv_2019.txt,Любка,Андрій,У пошуках варварів,,,,Чернівці,Meridian Czernowitz,2019,7-16,2095,1,,із Стамбула - зі Стамбула; в своєму - у своєму; із смерком - зі смерком; найвірогідніше - найімовірніше; палаючим сонцем - палючим сонцем; безкінечною - нескінченною; безкінечну - нескінченну; із варяг - із варягів; в свідомому - у свідомому,,,,,,,,,,,,,,,,,,,,
so-so,D,"D_Marchenko_Volodymyr_Rutkivskyj_teksty_doli_2015(akt.diieprykm.,dostovirnyi).txt",Марченко,Наталя,Володимир Рутківський: тексти долі : Біографічний нарис,,,,Тернопіль,Навчальна книга — Богдан,2014,312-317,1944,0,"обілити — вибілити, оббілити; достовірністю — правдивістю ; існуючих  — що існували; оточуючого — навколишнього; пресловуте — горезвісно, сумнозвісне; прижимисті — скупенькі; вітчизняної — української",,,,,,,,,,,,,,,,,,,,,
so-so,D,D_Moroz_Tayemnytsi_Dnistra_vid_Oleny_Krushynskoyi_2016(usne_movlennia).txt,Мороз,Володимир,Таємниці Дністра від Олени Крушинської,20 хвилин,https://te.20minut.ua/lyudi/taemnitsi-dnistra-vid-oleni-krushinskoyi-10539925.html,,,,2016,,1202,0,"витоків - джерел; 80-ти - 80; русла - річища ",,,,,,,,,,,,,,,,,,,,,
so-so,D,D_Moskalets_My_buly_yak_vy_vy_budete_yak_my_2012(tekst ne vidpovidaie vkazanomu dzherelu).txt,Москалець,Костянтин,"Ми були, як ви; ви будете, як ми",Сучасність,,7-8,,,2012,79-83,1596,0,зі або - з або; грядуща - прийдешня; воскрешеннями - воскресіннями,,,,,,,,,,,,,,,,,,,,,
so-so,D,D_Protsiuk_Terezy_i_terezy_2014(pomylky).txt,Процюк,Степан,Терези і терези,Трикутник,,,Київ,Український пріоритет,2014,268-269,331,0,августійша - найясніша; необхідне - потрібне,,,,,,,,,,,,,,,,,,,,,
so-so,D,D_Slavinska_Viriu_bilshe_ya_u_sylu_slova_2019.txt,Славінська,Ірина,Вірю більше я у силу слова,PEN Ukraine,http://pen.org.ua/publications/viryu-bilshe-ya-u-sylu-slova/,,,,2019,,1065,0,подалі - далеко; робили вигляд - удавали,,,,,,,,,,,,,,,,,,,,,
so-so,D,D_Slavinska_Yak_ne_buty_khoroshoiu_divchynkoiu_ta_maty_svobodu_vydiliatysia_2019.txt,Славінська,Ірина,Як не бути хорошою дівчинкою та мати свободу виділятися,PEN Ukraine,http://pen.org.ua/publications/yak-ne-buty-horoshoyu-divchynkoyu-ta-maty-svobodu-vydilyatysya/,,,,2019,,896,0,півсела – пів села; рідні по крові - кровно рідні; хранительки - хоронительки,,,,,,,,,,,,,,,,,,,,,
so-so,D,D_Sodomora_Sliozy_rechei_1_2014.txt,Содомора,Андрій,Рукавичка,Сльози речей,,,,Піраміда,2014,7-8,711,0,недіючим - несправним,,,,,,,,,,,,,,,,,,,,,
so-so,D,D_Sodomora_Sliozy_rechei_2_2014.txt,Содомора,Андрій,Сніг падає,Сльози речей,,,,Піраміда,2014,11-12,630,0,із сніжинки - зі сніжинки,,,,,,,,,,,,,,,,,,,,,
so-so,D,D_Sodomora_Sliozy_rechei_3_2014.txt,Содомора,Андрій,Vigilate!,Сльози речей,,,,Піраміда,2014,57-59,896,1,півгодини - пів години,,,,,,,,,,,,,,,,,,,,,
so-so,D,D_Spartak_2013(pomylky).txt,,,Анатолій Шекера,Арам Хачатурян. Спартак,,,Київ,Видання Національної опери України імені Т. Г. Шевченка,2013,4,353,0," відділення - відділу; неординарних рішень - неординарних розв’язків; постановки - постави; постановку - поставу; Турція - Туреччина; започаткована премія - започатковано премію; визначні події - визначну подію",,,,,,,,,,,,,,,,,,,,,
so-so,D,D_Toniuk_Pershi_y_ostanni_ukraintsi_Oleha_Kryshtopy_2019_2.txt,Тонюк,Антон,Перші й останні українці Олега Криштопи,ЛітАкцент - світ сучасної літератури,http://litakcent.com/2019/12/02/pershi-y-ostanni-ukrayintsi-olega-krishtopi/,,,,2019,,1092,0,замнути - зам'яти,,,,,,,,,,,,,,,,,,,,,
so-so,D,D_Ulyra_Zolotyy_peretyn_abo_U_pryrodi_nemaye_symetriyi_retsenziya_na_Amadoku_Sofiyi_Andrukhovych_2020.txt,Улюра,Ганна,"Золотий перетин, або У природі немає симетрії: рецензія на «Амадоку» Софії Андрухович",ЛітАкцент,http://litakcent.com/2020/05/25/zolotiy-peretin-abo-u-prirodi-nemaye-simetriyi-retsenziya-na-amadoku-sofiyi-andruhovich/,,Київ,,2020,,2211,0,"відсилки –  відсилання; пазлу – пазла; перекупщику – перекупнику; звісно що - звісно, що; так само, як - , так само як; із обличчям - з обличчям; відсилки – відсилання; відсилка – відсилання; могили і - могили й; безкінечно – нескінченно; поближче – ближче; прийому - заходу",,,,,,,,,,,,,,,,,,,,,
so-so,D,D_Ushkalov_Spivets_liudskoho_shchastia_2015.txt,Ушкалов,Леонід,СПІВЕЦЬ ЛЮДСЬКОГО ЩАСТЯ,Що таке українська література,,,Львів,Видавництво Старого Лева,2015,10-14,957,0,,,,,,,,,,,,,,,,,,,,,,
so-so,D,D_Vakhovska_Chomu_Shveytsariya_2013(pomylky).txt,Ваховська,Неля,Чому Швейцарія?,про STORY,,7,Київ,,2013,1-3,997,0,"древніх - давніх; державний мультилінгвізм - державна багатомовність; орієнтовані -зорієнтовані; вони пишуться - їх пишуть; єдина з гельвеційних літератур, що не лише створюється реальною місцевою мовою, але й продається у самій країні — єдина з гельвеційних літератур, що її не лише створюють реальною місцевою мовою, але й продають у самій країні; вимирає, і - вимирає і; заявлений мультилінгвізм - заявлена багатомовність; більшість свого життя - більшу частину свого життя; конденсовані - сконденсовані",,,,,,,,,,,,,,,,,,,,,
so-so,D,D_Vzdulska_Yak_staty_najhirshym_dytyachym_pysmennykom_v_Ukrajini_10_zapovidej_2013(hrubi_pomylky).txt,Вздульська,Валентина,Як стати найгіршим дитячим письменником в Україні: 10 заповідей,Казкарка,http://kazkarka.com/quote/yak-staty-najhirshym-dytyachym-pysmennykom-v-ukrajini-10-zapovidej.html,,Київ,,2013,,548,0,прививати - прищеплювати; непотрібна - не потрібна; спеціальна підготовка - спеціальний вишкіл,,,,,,,,,,,,,,,,,,,,,
so-so,D,D_Yeshkilev_Tin poperednyka_2011(pomylky).txt,Дворецька,Олена,Повернення до зорельотів. Передмова,"Дмитро Єшкілєв ""Тінь попередника""",,,Київ,Ярославів вал,2011,,467,0,"на додачу - на додаток; до непристойності розмножених незліченними наслідувачами - що їх до непристойності розмножили незліченні наслідувачі; Знаючих - Знавців; древній - давній; помістила у сузір'ї - помістила в сузір'ї ",,,,,,,,,,,,,,,,,,,,,
so-so,D,D_Zhadan_Luhanskyy_shchodennyk_2014(bahato_pomylok).txt,Жадан,Сергій,Луганський щоденник,Anarchy in the Ukr,,,Харків,Книжковий Клуб «Клуб Сімейного Дозвілля»,2014,221-230,2193,0,"ставляться питання - ставлять запитання; непідпорядковані - не підпорядковані; неконтрольовані - не контрольовані; знаннями ти - знаннями, ти; Але, найгірше - Але найгірше; років загалом - років, загалом; ляльководів - ляльковиків; післясмак - посмак; Можливо там - Можливо, там;  Можливо вони -  Можливо, вони; невід’ємною - неодмінною; закладеною в нашу свідомість поетами, революціонерами та кіногероями - що її заклали в нашу свідомість поети, революціонери та кіногерої; Може проблема - Може, проблема; нашому небажанню - наше небажання; віддаючи натомість перевагу - неправильна синтаксична конструкція; співвітчизників - земляків; не приймає наше бачення світу, наше розуміння космосу, наше ставлення  - не приймає нашого бачення світу, нашого розуміння космосу, нашого ставлення; можливо куди - можливо, куди ",безвідповідальніші - у переносному значенні,,,,,,,,,,,,,,,,,,,,
so-so,D,D_krytyka_Emets.Dobrovoltseva_Ralf_Dutli_Ostannya_podorozh_Sutina_2018_June22.txt,Емець-Доброносова,Юлія,Вальф Дутлі.Остання подорож Сутіна,Критика,https://krytyka.com/ua/reviews/ostannya-podorozh-sutina,,,,2018,,479,1,витоки-джерела,,,,,,,,,,,,,,,,,,,,,
so-so,D,D_krytyka_Sydor.Gibelynda_Patti_Smit_prosto_dity_2019.txt,Сидор-Гібелинда,Олег,Патті Сміт.Просто діти,Критика,https://krytyka.com/ua/reviews/prosto-dity,,,,2019,,808,1,витоки-джерела,,,,,,,,,,,,,,,,,,,,,
so-so,D,D_texty.org.ua_Kotsarev_Kokhantsi Yustytsii_antydetektyv Yuriia Andrukhovycha_2018.txt,Коцарев,Олег,«Коханці Юстиції»: антидетектив Юрія Андруховича. Нова книжка стане популярнішою за дві попередні,,http://texty.org.ua/pg/article/editorial/read/85819/Kohanci_Justyciji_antydetektyv_Jurija_Andruhovycha_Nova_knyzhka,,,,2018,,956,0,ватер-клозетами - ватерклозетами,,,,,,,,,,,,,,,,,,,,,
so-so,E,E_Boiovyi_statut_2016.txt,,,Бойовий статут механізованих і танкових військ Сухопутних військ Збройних сил України,,http://www.dut.edu.ua/uploads/l_1614_80553662.doc,,Київ,Командування Сухопутних військ Збройних Сил України,2016,5-10,2079,0,"уявляє собою - становить; періоду часу - періоду; доставки - доставлення; завданнями, які вирішуються - завданнями, які розв'язуються; подавлення - придушення; напівпрямою наводкою - напівпрямим наведенням; поодинокими - одиничними; більш глибокий - глибший; обстановки - ситуації; їх подальших дій - їхніх подальших дій; Підтримуючі - Підтримувальні; їх дії - їхні дії; постановки - поставлення; прямою наводкою - прямим наведенням; наступні види - такі види; в звичайному - у звичайному; одиночній - одиничній; атакуючого (контратакуючого) противника - супротивника, що атакує (контратакує); вирішення інших завдань - розв'язання інших завдань",,,,,,,,,,,,,,,,,,,,,
so-so,E,E_Groisman_Rozporiadzhennia_2018.txt,Гройсман,Володимир,"Розпорядження від 14 листопада 2018 р. № 856-р Київ, Про перерозподіл та розподіл деяких видатків державного бюджету, передбачених Міністерству охорони здоров'я на 2018 рік",,https://www.kmu.gov.ua/ua/npas/pro-pererozpodil-ta-rozpodil-deyakih-vidatkiv-derzhavnogo-byudzhetu-peredbachenih-ministerstvu-ohoroni-zdorovya-na-2018-rik,,Київ,Кабінет Міністрів України,2018,,380,0,,,,,,,,,,,,,,,,,,,,,,
so-so,E,E_Informatsiia_shchodo_funktsii_ta_povnovazhen_orhaniv_prokuratury_2020_1.txt,,,Інформація щодо функцій та повноважень органів прокуратури,,https://data.gov.ua/dataset/8eb94178-8959-433c-b455-f4e0a712d36d/resource/ea66f304-142c-431a-bea7-2b600a1a7304/download/informatsiia-shchodo-funktsii-ta-povnovazhen-organiv-prokuraturi.docx,,,,2020,1-5,1081,0,вирішення відповідно до закону інших питань - розв'язання відповідно до закону інших питань,,,,,,,,,,,,,,,,,,,,,
so-so,E,E_Kabmin_Postanova_pro_zatv_pereliku_budrobit_2017.txt,,,Постанова від 7 червня 2017 р. № 406,Кабінет Міністрів України,https://www.kmu.gov.ua/npas/250057520,,Київ,,2017,,785,0,несучі – опорні; існуючих - наявних; підтримуючих - опорних,,,,,,,,,,,,,,,,,,,,,
so-so,E,E_LNU_Zvernennya_Vchenoyi_rady_LNU_2015.txt,,,Звернення Вченої ради філологічного факультету Львівського національного університету імені Івана Франка до ректорів вищих навчальних закладів України,,http://lnu.edu.ua/index.php?q=information&new=1644,,Львів,ЛНУ імені Івана Франка,2015,,541,0,"усунути з навчального процесу ВНЗ України української мови за професійним спрямуванням, історії України, історії української культури, іноземної мови, філософії - усунути з навчального процесу ВНЗ України українську мову за професійним спрямуванням, історію України, історію української культури, іноземну мову, філософію; оволодіння - опанування",,,,,,,,,,,,,,,,,,,,,
so-so,E,E_Lavrenchuk_Zvernennia_holovy_Pravlinnia_banku_2012.txt,Лавренчук,Володимир,Звернення голови Правління банку,https://ex.aval.ua/,https://ex.aval.ua/f/1/about/bank_reports/AR2012UKR_LoRes.pdf,,,,2012,,866,0,млн. - млн; за рахунок - завдяки; У подальшому - Надалі; обслуговуючих банків - обслуговувальних банків; оптова - гуртова; Великим попитом користуються також споживчі - Великий попит мають також споживчі,,,,,,,,,,,,,,,,,,,,,
so-so,E,E_Mantivest_Zvit_zi_staloho_rozvytku_2018.txt,,,Звіт зі сталого розвитку 2017-2018,,https://metinvestholding.com/Content/Entities/Report/24/ua/Metinvest_social_2019.pdf,,,,2018,,2003,0,заготовок - заготівок; газоочистки - газоочищення; навколишнє середовище - довкілля; виручка - виторг; впроваджені - впроваджено; переробку - перероблювання; у одному - в одному; в 2018 - у 2018; працюючих - робітників; в 2017 - у 2017; вирішення проблеми - розв'язання проблеми; вирішення проблеми - розв'язання проблеми; за рахунок підвищення - шляхом підвищення; прийому - прийняття; гарячої прокатки - гарячого вальцювання,,,,,,,,,,,,,,,,,,,,,
so-so,E,E_Nakaz Ministerstva okhorony zdorovia Ukrainy 2360_2019.txt,,,"Наказ МОЗ України від 29.11.2019 № 2360 «Про Розподіл витратних матеріалів для лікування хворих методом перитонеального діалізу, закуплених за кошти Державного бюджету України на 2018 рік»",,https://moz.gov.ua/article/ministry-mandates/nakaz-moz-ukraini-vid-29112019--2360-pro-rozpodil-vitratnih-materialiv-dlja-likuvannja-hvorih-metodom-peritonealnogo-dializu-zakuplenih-za-koshti-derzhavnogo-bjudzhetu-ukraini-na-2018-rik,,Київ,МОЗ України,2019,,316,0,своєчасну доставку - своєчасне доставлення,,,,,,,,,,,,,,,,,,,,,
so-so,E,E_Nakaz Ministerstva okhorony zdorovia Ukrainy_2019.txt,,,Наказ МОЗ України від 19.11.2019 № 2310 «Про внесення змін до наказу Міністерства охорони здоров'я України від 05 квітня 2019 року № 737»,,https://moz.gov.ua/article/ministry-mandates/nakaz-moz-ukraini-vid-19112019--2310-pro-vnesennja-zmin-do-nakazu-ministerstva-ohoroni-zdorovja-ukraini-vid-05-kvitnja-2019-roku--737,,Київ,МОЗ України,2019,,332,0,за рахунок бюджетних коштів - за бюджетні кошти,,,,,,,,,,,,,,,,,,,,,
so-so,E,E_Nakaz_Pro_provedennya_Kubka_Ukrayiny_z_lovli_ryby_2013.txt,,,Про проведення Кубка України з ловлі риби поплавковою вудкою серед чоловіків з риболовного спорту (III-ранг),,http://fsfu.org.ua/index.php/2013-10-14-09-17-13/zmahannia/60-nakaz-pro-provedennia-chu-2013-poplavok,,Київ,,2013,,238,0,за рахунок коштів – з коштів; ІІІ-ранг – III-й ранг,,,,,,,,,,,,,,,,,,,,,
so-so,E,E_Nibulon_Sotsialnyi_zvit_2018.txt,,,Соціальний звіт 2015/2017,,http://www.nibulon.com/,,Миколаїв,,2018,,524,0," більше 85 % — понад 85 %; По кожній з них - Щодо кожної з них; очистки — очищення; господарськопобутових — господарсько-побутових; з ультрафільтраційними, - з ультрафільтраційними мембранами,; прийому — приймання; тонн - тонни",,,,,,,,,,,,,,,,,,,,,
so-so,E,E_Poriadok_zabezpechennia_pidruchnykamy_ta_posibnykamy__2020.txt,,,ПОРЯДОК забезпечення підручниками та посібниками здобувачів повної загальної середньої освіти і педагогічних працівників,,https://www.kmu.gov.ua/npas/pro-vnesennya-zmin-do-poryadku-a957,,,,2020,,1483,0,доставки - доставлення; менше п'яти - менш як п'ять; менше 40 - менш як 40; більше 100 - понад 100; Доставка - Доставлення; доставку - доставлення; за рахунок коштів - коштом; затребуваних ним - потрібних йому; про передачу - про передання; Передача - Передання; передачі - передання; приймання-передачі - прийняття-передання; передачу - передання,,,,,,,,,,,,,,,,,,,,,
so-so,E,E_Poroshenko_Rosporyadzhennya_prezydenta_Ukrayiny_№225_2018-rp_2018.txt,Порошенко,Петро,РОЗПОРЯДЖЕННЯ ПРЕЗИДЕНТА УКРАЇНИ №225/2018-рп,www.president.gov.ua,https://www.president.gov.ua/documents/2252018-rp-25682,,,,2018,,189,0,Європейським співтовариством - Європейською спільнотою,,,,,,,,,,,,,,,,,,,,,
so-so,E,E_Postanova Kabinetu Ministriv Ukrainy_2016.txt,,,"Постанова КМУ «Про затвердження Порядку розгляду електронної петиції, адресованої Кабінету Міністрів України»",,https://zakon.rada.gov.ua/laws/show/457-2016-%D0%BF/sp:info-,,Київ,КМУ,2016,,1257,0,місцезнаходження - місцеперебування,,,,,,,,,,,,,,,,,,,,,
so-so,E,E_Postanova_Kabinetu_Ministriv_935_2020.txt,,,Постанова Кабінету Міністрів від 09 жовтня 2020 р. № 935,,https://www.kmu.gov.ua/npas/deyaki-pitannya-materialnogo-zabezp-a935,,Київ,,2020,,709,0,їх особистого внеску - їхнього особистого внеску; вирішення соціально-побутових питань - розв'язання соціально-побутових питань; їх діяльність - їхня діяльність; їх виконавчих органів - їхніх виконавчих органів,,,,,,,,,,,,,,,,,,,,,
so-so,E,E_Pro_dijalnist_Hromadskoi_rady_pry_Polohivskij_RDA_2013.txt,Малиш,Михайло,Про діяльність Громадської ради при Пологівській районній державній адміністрації Запорізької області за 2013 рік,Пологівські вісті,http://polvisti.com/2013/12/pro-diyalnist-hromadskoji-rady-pry-polohivskij-rajonnij-derzhavnij-administratsiji-zaporizkoji-oblasti-za-2013-rik/,,Запоріжжя,,2013,,735,0,"граничну чисельності - граничну чисельність;  роботи як -  роботи, як; заборгованості по заробітній платі - заборгованості з заробітної плати; немає в живих - немає серед живих; було вирішено забезпечити здійснення громадського контролю за - вирішено контролювати",,,,,,,,,,,,,,,,,,,,,
so-so,E,E_Rezolyutsiya_Konhresu_ukrayinskoho_biznesu_1_2015.txt,,,Резолюція Конгресу українського бізнесу,,http://blogs.pravda.com.ua/authors/pekar/54daf50e22be7/,,Київ,Всеукраїнська професійна спілка працівників малого та середнього бізнесу «Єднання»,2015,,1243,0,узагальнюючі - підсумкові; за рахунок - шляхом; виручки - виторгу; діючого - чинного,,,,,,,,,,,,,,,,,,,,,
so-so,E,E_Rezolyutsiya_Konhresu_ukrayinskoho_biznesu_2_2015.txt,,,Резолюція Конгресу українського бізнесу,,http://blogs.pravda.com.ua/authors/pekar/54daf50e22be7/,,Київ,Всеукраїнська професійна спілка працівників малого та середнього бізнесу «Єднання»,2015,,379,0,за рахунок - шляхом,,,,,,,,,,,,,,,,,,,,,
so-so,E,E_Rozporiadzhennia_Presydenta_Ukrainy_№390_2019.txt,,,РОЗПОРЯДЖЕННЯ ПРЕЗИДЕНТА УКРАЇНИ №390/2019-рп,,https://www.president.gov.ua/documents/3902019-rp-30485,,,,2019,,311,0,,,,,,,,,,,,,,,,,,,,,,
so-so,E,E_Rozvytok_kariery_v_softserve_2018.txt,,,РОЗВИТОК КАР'ЄРИ В SOFTSERVE,"Звіт з корпоративної соціальної відповідальності ",https://cdnssinc-prod.softserveinc.com/pdf/softserve-social-responsibility-report-2017-2018-ua.pdf,,,,2018,42-43,376,0,обгрунтування - обґрунтування,,,,,,,,,,,,,,,,,,,,,
so-so,E,E_UKU_Pravyla_pryjomu_do_VNZ(1)_2014.txt,,,Правила прийому до вищого навчального закладу,Умови вступу,http://vstup.ucu.edu.ua/wp-content/uploads/2010/06/pravila-prijomu-uku-2015.doc.pdf,,Львів,Український Католицький Університет,2014,,559,0,прийом — прийняття; з числа - з-поміж,'прийом' ужито відповідно до термінології наказу МОНУ (№ 1172 від 15.10.14),,,,,,,,,,,,,,,,,,,,
so-so,E,E_UKU_Pravyla_pryjomu_do_VNZ(2)_2014.txt,,,Правила прийому до вищого навчального закладу,Умови вступу,http://vstup.ucu.edu.ua/wp-content/uploads/2010/06/pravila-prijomu-uku-2015.doc.pdf,,Львів,Український Католицький Університет,2014,,555,0,довузівської - довишівської; прийом — прийняття,'прийом' ужито відповідно до термінології наказу МОНУ (№ 1172 від 15.10.14),,,,,,,,,,,,,,,,,,,,
so-so,E,E_UKU_Pravyla_pryjomu_do_VNZ(3)_2014.txt,,,Правила прийому до вищого навчального закладу,Умови вступу,http://vstup.ucu.edu.ua/wp-content/uploads/2010/06/pravila-prijomu-uku-2015.doc.pdf,,Львів,Український Католицький Університет,2014,,570,0,"секції, по якій  - секції, в якій; прийом — прийняття; в зв'язку - у зв'язку",'прийом' ужито відповідно до термінології наказу МОНУ (№ 1172 від 15.10.14),,,,,,,,,,,,,,,,,,,,
so-so,E,E_UKU_Pravyla_pryjomu_do_VNZ(4)_2014.txt,,,Правила прийому до вищого навчального закладу,Умови вступу,http://vstup.ucu.edu.ua/wp-content/uploads/2010/06/pravila-prijomu-uku-2015.doc.pdf,,Львів,Український Католицький Університет,2014,,586,0,прийом — прийняття,'прийом' ужито відповідно до термінології наказу МОНУ (№ 1172 від 15.10.14),,,,,,,,,,,,,,,,,,,,
so-so,E,E_Uhoda_pro_spivrobitnyctvo_ta_vzayemodiyu_2018.txt,,,Угода про співробітництво та взаємодію між Україною та Вселенським Константинопольським Патріархатом,,https://www.president.gov.ua/administration/ugoda-pro-spivrobitnictvo-ta-vzayemodiyu-mizh-ukrayinoyu-ta-482,,,,2018,,981,0,існуючого - наявного; в світовому - у світовому; У ході - Під час; невід'ємною - невіддільною; в двох - у двох,,,,,,,,,,,,,,,,,,,,,
so-so,E,E_Ukaz_Prezydenta_Ukrainy_№811_2019.txt,,,УКАЗ ПРЕЗИДЕНТА УКРАЇНИ №811/2019,,https://www.president.gov.ua/documents/8112019-30277,,,,2019,,690,0,,,,,,,,,,,,,,,,,,,,,,
so-so,E,E_Ukaz_Prezydenta_Ukrayiny_868_2019.txt,,,УКАЗ ПРЕЗИДЕНТА УКРАЇНИ №868/2019,www.president.gov.ua,https://www.president.gov.ua/documents/8682019-30745,,,,2019,,1695,0,присвоїти – надати; Леонидовичу - Леонідовичу,,,,,,,,,,,,,,,,,,,,,
so-so,E,E_Zakon_Ukrainy_shchodo_nevidvorotnosti_pokarannia_2015.txt,,,"Закон України Про внесення змін до деяких законодавчих актів України щодо невідворотності покарання осіб, які переховуються на тимчасово окупованій території України або в районі проведення антитерористичної операції",,https://zakon.rada.gov.ua/laws/show/119-19#n6,,Київ,,2015,,453,0,,,,,,,,,,,,,,,,,,,,,,
so-so,E,E_Zvit_pro_robotu_Fondu_derzhavnoho_maina_Ukrainy_2019.txt,,,Звіт про роботу Фонду державного майна України та хід приватизації державного майна у 2019 році,Фонд державного майна України,http://www.spfu.gov.ua/userfiles/pdf/zvit19_14800.pdf,,Київ,,2019,9-13,1416,0,в 2019 - у 2019; заінтересованим - зацікавленим,,,,,,,,,,,,,,,,,,,,,
so-so,F,F_Chornohor_Kosmichnyy_kinets_ery_dynozavriv_2018.txt,Леонід,Чорногор,"Космічний кінець ери динозаврів ",Світогляд,,71,Київ,Національна академія наук України,2018,35-37,979,0,у атмосферу - в атмосферу; У дійсності - Насправді; менше концентрації - менше за концентрацію; привести до загибелі - призвести до загибелі; привести до повного знищення - призвести до повного знищення; їх вагою - їхньою вагою; більше року - понад рік; за рахунок - завдяки; якщо б - якби,,,,,,,,,,,,,,,,,,,,,
so-so,F,F_Hamor_Zeleni_Karpaty_Pro_dobri_namiry_na_ekologichnyh_vyboinah_2017.txt,Гамор,Федір,Про добрі наміри на екологічних вибоїнах. Проблеми збереження та використання природоохоронних територій у контексті євроінтеграційних процесів в Україні,Зелені Карпати,http://cbr.nature.org.ua/zk/zk2017.pdf,1-4(52-55),Рахів,Карпатський біосферний заповідник,2017,192,1027,0," в середньому в два - в середньому у два; у той же час – водночас; включати в себе – охоплювати; оцінка екологічного впливу - оцінювання екологічного впливу",,,,,,,,,,,,,,,,,,,,,
so-so,F,F_Holodiuk_Ese_Blits_Kurs_2017_1.txt,Голодюк,Ірина,Есе: бліц-курс,,,,Брустури,Дискурсус,2017,46-49,876,0,акцентувати увагу - наголошувати,,,,,,,,,,,,,,,,,,,,,
so-so,F,F_Khimiia_dlia_dopytlyvykh_Ishchenko_Heliyeve_povitria_2012.txt,Іщенко,Тетяна,Гелієве повітря,Хімія для допитливих,https://journal.osnova.com.ua/download/54-2-26046.pdf,2,Харків,Основа,2012,13,278,0,попередити розвиток - запобігти розвитку,,,,,,,,,,,,,,,,,,,,,
so-so,F,F_Khimiia_dlia_dopytlyvykh_Martynenko_Navishcho_my_dyhayemo_2012.txt,Мартиненко,Людмила,Навіщо ми дихаємо,Хімія для допитливих,https://journal.osnova.com.ua/download/54-8-30125.pdf,8,Харків,Основа,2012,9-12,770,0,продукти харчування - харчові продукти; за рахунок - завдяки; більш складні - складніші; обзавелися - завели; циркулюючої - циркулівної,,,,,,,,,,,,,,,,,,,,,
so-so,F,F_Kolosok_Kolisnyk_Tsya_chydesna_spiral_2012.txt,Колісник,Ярина,Ця чудесна спіраль,Колосок,http://kolosok.org.ua/wp-content/uploads/2013/01/kolosok_2_2012_st.pdf,2,Стрий,СТ «Міські інформаційні системи»,2012,4-6,443,0,Кембриджського - Кембридзького; відкриття захоплююче - відкриття захопливе,,,,,,,,,,,,,,,,,,,,,
so-so,F,F_Kovalenko_Frukti_proti_ovochiv_1_2020.txt,Коваленко,Олексій,Фрукти проти овочів,,,,Київ,Віхола,2020,-193-202,1172,0,доставка – доставлення; під час термічної обробки - під час термічного оброблення; після термічної обробки - після терміного оброблення; метод термообробки - метод термооброблення,,,,,,,,,,,,,,,,,,,,,
so-so,F,F_Kovalenko_Frukti_proti_ovochiv_2_2020.txt,Коваленко,Олексій,Фрукти проти овочів,,,,Київ,Віхола,2020,9-18,857,0,післясмак – посмак; запихнути - запхнути; персидська - перська,,,,,,,,,,,,,,,,,,,,,
